Origem Viagem Ida;Cidade
7cbc1f697e71f94e5e4871b5d4e89420f2823dc219d95a58b79482c206f5cbb1;Ituporanga
7cb676d57114874e00c536916e6dcad2a5d3cb8c9a5abc06335df359cd9a6ef9;Sooretama
7ca01a22d3f94bb2d4b98b5d710a470c770dba2876812c5f95552cf1b3299ac1;Capão do Leão
7c92e86bf407091f6b8d18aa695c662574a08ff84284104283b7a1ac48b4c478;Timbiras
7c72066c66a912cdecd0cc67136a49d31796193a26486d6b494b131c0d24f058;Água Preta
7c4e3e519f7e8481ec5cdb09dd1e35a1a79860ea1d440673c9aecb9c9057148a;Paranatinga
7c252ab334fb8fd88e8242c4972c21db9c7ce0b47c9acc4ebfe40c14614cb734;Goianésia do Pará
7c1aade3c99cc6a8eff0291730fdec8c01f36d22e3ae35d8fde7318770322ba3;Vicência
7bf6d2e213a666d5fcec0259054c999d1c89d91fbc992f68a1f8dd6c5b7a6a03;Elói Mendes
7bf0aff635f4212516cecabff325481c9a992fc4d7dc9876bf73d265c9cf3fca;Caririaçu
7bccba2d3a3f262c49961b3c63e8128240c44670acf206827a0a949da356eb6d;Ibotirama
7bbecb0907b148d0a9c25733f0d276ac0cc9e60664aa1bdb77bc8d33ad6c8557;Batalha
7b8b6e396edf18942c93b951c899accc63d5b8078b0b7502bb948f4c1264be60;Laranjal Paulista
7b81eb727ed48055fa55c5e03aaa43f27b01bd9b1c8eb38f37a1ca541a79c1f7;Igarapava
7b6d57a3fcb869bbe04ac510dd183aa1f746e9b7c4f23a2018677289897d935f;Itapuranga
7b69759630f869f2723875f873935fed29d2d12b10ef763c1c33b8e0004cb405;Campos Gerais
7b4f6f46093c9812bff7745ec3bc0f70d49ad40f18ae3bba91f719f15c0571f7;Camanducaia
7b2e7211fb4f4d8352c9215c591252344775c56d58b9a5ff88bda8358628ec4e;São José da Lapa
7b2c21ead1522776414b5a256722903b465fd0c8e029005fcd865144a429da52;Alagoa Grande
7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4;Costa Rica
7b0838c2af7e6b1f3fe5a49c32dd459d997a931cee349ca6869f3c17cc838394;Piracaia
7af919df0d6f22df8001d40828308d06e7a8369d7cf672e324e3fd956d5ee0a8;Barra da Estiva
7acc684a848a9b954959fdd22493f48cf44eed028275b6b9999c7cade8956fc7;Brasiléia
7ac7a7fb16bdf38f677eef82fc5b7b9d7ea1666f8cfb9b47ad192569ed09a767;Queimadas
7ab2883acc2a68419a8068d6d9fb84ad579db2b843772fb7ce480c0d11feff27;Maracanã
7a9b1b9dd2e433fc1fc962c38ad571bf1ebb49cb365bfdfb2c36d3f059d6fdd5;São Joaquim
7a84ae249fa744b8c1acb6c5247c2cf443e31870aa7217f4a9cd9b157dbd54ef;Milagres
7a84a9b5bf05133e958a0c51f057e87cf3b23c560e74e1b4198ec3ebb531073c;Formosa do Rio Preto
7a64ce427ce0ca963ce9c3ab0da2db27c1f3ac9620444e1b4312422af8e093b9;Fonte Boa
7a5df5ffa0dec2228d90b8d0a0f1b0767b748b0a41314c123075b8289e4e053f;Canarana
7a20311cf7a4b222d436424480bc65dd0f9d2cefcbbb1fa148ca0d7e1d5bb55a;Marco
7a04507a06765b6605c071e78d9ee0e39275a3812126a7d05713e8155c4b4fa4;Arapoti
79fe2665cb9d09913cbc622c673ddfe36414f1ff7572baebb33507aa9cac10da;Colniza
79ef20635e7df738c608556ee967254fc7cc01c8444fbd6f6bd9e083799592f4;Lapão
79d6eaa2676189eb927f2e16a70091474078e2117c3fc607d35cdc6b591ef355;Alto Alegre do Pindaré
79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b;Nova Prata
798f2ac257dd26f7a63f11d82985ffadcdab26a9303857bf95dd124b28e1b631;Humberto de Campos
798bf980fe3b447993defabab766f08ea559cef763004067554516f57f48ffaa;São Sebastião da Boa Vista
794e2215c74dbbe4c734f52d1f3f638cd9a3fe687d5c56a2c511a1640e8c9604;Inajá
793de180d506f6cf4f63933deae077478547c31145ade55de72f98cb6d8cc282;São João Nepomuceno
793733573a1dfd14a2e889a11b2ad7b6981de29df813863b528dc1ae99416eeb;Jijoca de Jericoacoara
7931aa2a1bed855457d1ddf6bc06ab4406a9fba0579045a4d6ff78f9c07c440f;Aracoiaba
7907a88d77f29a7681a0dc6c89157ea3f45959944436301085c8a34a46fe4a77;Ilha Solteira
7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451;Ipameri
78ee4a5c1f85357a519966a3257a2996d399085187584b72f2f4b6e92cb8081d;Miranda
78e370b587b145920213731b7c7c725e512b3b6577c51c800218a7c764c532ae;Jacutinga
78a69c6fdc7b95f502f14d3c826b21528318ef248796d5a41478096973dd1ad6;Arame
785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09;Santa Helena
784818021864dcfd07659616848650cd479d6efe957ad39e01203467646b2b58;Astorga
7811e7c165a37572a04b180fe14666cf22f1b60645e34084a020c9bf69161ba5;Sobradinho
77f2409b042ce010b9362d97c07e8885cfeee60bc18cbe3d975eacc63d67f863;Tupaciguara
77b593919479710873bb2b45a1fe6c2d6c86ae9e11158402783e39e4d2cb43de;Nova Mamoré
77b108f25becb7b98010b95f82b43773f8034c34b460b85ced81f170cc7b44a6;São José do Norte
77acc467d71ca17d5a480aa17d8b0b05d536139a61c99a08d1573dd81eab7d03;Anagé
7790318535a041bca15b17426d06627a8ccde566a30556d200812c8ba7d790a3;Três Passos
775988758f13f17d20e083ed112c78ad3b62be322f501d4a61ca174a704be1a7;Craíbas
77459b9b941bcb4714d0c121313c900ecf30541d158eb2b9b178cdb8eca6457e;Ibatiba
77264818a004f87091854cd1dd037092477a3eb340b05c1f31a76ad78988ace9;Coração de Jesus
77104970ca0e699e0dabf0ae73b2f19dbfa77f4b1126c405e405e95cfda3b294;Luzilândia
770c3cbf77615a1d94f88d0f9ed148823de46e4518a3f290fec2859e85b501ef;Pirapozinho
76d6a8153b2e6ea49abf44111408f3d25887ddab9af37284a025d1b8febac3c1;Ibirapitanga
76ced5b53829bb4ca8ab376be09683e92512ef0aab8fb68fcee5121596f94143;Anajatuba
76ba652cbd2ef1931d0546ac1c9d8f12d21c81fad272b754975a0b1561dda275;Quijingue
76a50887d8f1c2e9301755428990ad81479ee21c25b43215cf524541e0503269;Aimorés
76a23395000b22f2e62a3d76ea317f6f85146298d5cc04dd7c827129eff56fb5;Guaporé
769e881d85fc5d27cb4cbc8382200d95b179cfdeb56e0b439da737069eaf8a5a;Tanabi
768b84ef05f655d57fe22d488451f075365f6cd18a13073466aa826cc0ebdbfb;Cândido Sales
7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866;Uruçuí
766cb53c753baedac5dc782593e04694b3bae3aed057ac2ff98cc1aef6413137;Brodowski
76457445f89ab8f65a006035798f504e8eaf206a8ff4f8de53d6fab0677498b2;Taquari
764228040735fc9457b382a4e4533ff9306c6d1372fc5b143ae54eca265fd706;Murici
7636f4f8ac1a321c6f25e010d7f4a855ead7aeafa67cafd33d5470a50127b4a2;Itaí
762d531ad8492be9be95862ef6d480468134db155abec3bed9a3d96afd17b4e6;Jutaí
75f7313c20144e39edcf57a14733d074aee0c482320d5178ee0ef2f2608c2996;Campos Sales
75d93dbee6612095e770f8637eb239773d8808839f30ce883315bcf7f17e9f30;Bombinhas
75c3e223190bf1a1fa2af808d1dfcdffe33727d57eb0028b5a52ad893480eeb9;São João dos Patos
759bbc81f28f218b0102674bc3aab2adc43332ac4fa5c3be4af377873888cdda;Nepomuceno
757db91a80964d58a2b0d26bffd641bcbe142aae4f7f4771233619fa53fc179c;Cocalzinho de Goiás
7559ca4a957c8c82ba04781cd66a68d6022229fca0e8e88d8e487c96ee4446d0;Nossa Senhora das Dores
755917ecbc61091ffa6b605d7f82bdaa4e4cbdc309124807b0fb63228d0696df;Ponta de Pedras
754c0acf2e4022aae07658e3fcb4a2bc2af774da4a62e52a128be0ea5df8461a;Rio Preto da Eva
74f71382d09d6d1ae00872640b9aee7db0e5036d96a7ef5a2ab52ec7f9b132ca;Três de Maio
74f585f21ba3618415fc3b5d13f1f685a4192e961f65e3a204d274522a3ff2d1;Piracanjuba
74ed65a2d22a92c3b4e013c15ff04d05f4954cd792d9cf56e9a0edad5f914ed1;Martinópolis
74e70910949899071b1eb8b17993808a5f829c481dbc72a64aa9a1678a05106b;João Dourado
74de057f768beb42de17ffc4b8a56100f0bed85947ecacaef111e3d3ec997950;Santa Rita do Passa Quatro
749fc650cacb0f06547520d53c31505c8156e0a3be07073eddb2ef3ad9e383ba;Tamboril
747ad1db126a954a4c23ad79aa71eef66768ece8f664d810921017c812f5acaf;Icatu
744b93f9950fc38dad705556931ea48193b99dcb191cc9bd77097f65fbe2f0b8;São Lourenço do Oeste
7446b0b2cec27cb5b179d82e429e9a6dae29a8f74479de29aa5977aa46b6181f;Guaraí
7421ff69b2a0f7c0a619d8d42166bd8e073362f99c8ff088ec019eac858f2312;Santana
741f514bbddf7310b4d0fe0dea7f062941dd67b8090b66d2bcf6bc621bbd2021;Ubiratã
73e91e1664210c0b54718b68073d1b7b4d7f9661383f792013fd50d23c12c0c1;Limoeiro de Anadia
73e7f3f802b0e91918289aaf046a099d54e2d1dd1143d3de75d61b676ed81954;Taquaritinga do Norte
73daa9289ddd08a53ba86f065ddb07bf915aba208bec652e999613d2a8444228;Brasil Novo
73d3f1ba062585bce51f77d70a26be88c44b55d70f81b8bd7e2ded030ca4454a;Castro Alves
73c2e083e4e933fc3ba76abc2bd6aea80c838c172e7db94ea473c9be4e07b2d7;João Lisboa
73b78aae3fdfcb4a4ccc874fbe69f43990ed8c8b6ba1f8dba81067764f454d25;Garrafão do Norte
739dbef65f3b1e4117d7bdb2a76efa5b91943f8f26ab74a7c1cad9feb0324129;Uauá
736eb54066e30caa12575ccf28b2e2b660d315852bac4c76c77daa3c3a63aef0;Miguel Calmon
735e4a8aa7691b6d7e64836a10faa46e2246aadb16addbf59db7f7b0f45e6d19;Boquim
73475cb40a568e8da8a045ced110137e159f890ac4da883b6b17dc651b3a8049;Aripuanã
72e37da8a67d137ab41fe3a0ef269ad619192eb0d93a4a5421b1f0bf05093d86;Santa Maria do Pará
72d1b5da6eeaf1789df86487da50ad5e9dadb5ffaecb56b6de592aa286c9c1b8;Iaçu
72cd46089d7d81cf100de981754d5a54c20c6f4745d38ca4e0cb463db42d7601;Condado
72ba187b05e705de2dced5824d716a71872dedccf21f0c179bd2d5f2c7c974b1;Apiaí
72abacb094771a0a64a5494730ee84e4628681cfcc6523bff0bc6ebf7c5a5a10;Rio Tinto
728edd27debc2046984906dbbb117313dab4a9f0e9b47c7f0411e236c175f3e2;Reserva
728bf33aab1d32d4dca8fcc6a020d8baeb6b9910104541aa68c2d408154734fc;Tapejara
72805ff7c0f210f3aa6e66f3f208974437611c64a2393f4e7edfef47d8e140a7;Guabiruba
725300467c1440e53c813f531cd7f6b0624c383ecd5b3e455c7c329f58a50ea7;Ilha de Itamaracá
724d2f1a49d590b22189672810a66b992d2e08b5c849417cbf83a5dd51c6604a;Alcobaça
724a3dd761e510535fd6a3a25d669316de5aeb737f3828ee2f9a083252ab3470;Maraú
7246d3094b003dbeb778739262e4980834de5abadc780d9d89432ae9017b92a6;Cordeirópolis
72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238;Dois Córregos
724229f1cb241cfc94f8be3373547eb59654d87a9b2abb7982b15cbc37886f76;Ocara
71ee45a3c0db9a9865f7313dd3372cf60dca6479d46261f3542eb9346e4a04d6;Mimoso do Sul
71c7b596811785ea48d504607d3fe0e1c2b37a2cdc3cc5128f5613d4958a9790;Wenceslau Guimarães
71af0fdd2e7f62c1c351432a69fdf8f6579e9dce0c12c2b3af90f964540bdb83;São Sebastião do Caí
71a1c003a2b855d85582c8f6c7648c49d3fe836408a7e1b5d9b222448acb3c1b;Três Coroas
7182dd431b5c8833ed3c8a02c8615780df8dca7d83ed4166962b207f45a656b5;Pedra Azul
715da20ae91a97087436619be2ed2337a6ec9593d17380c8d18a8a5338eecbc7;Minas Novas
7156de10b0638aa485825dce30e411bc4579e1092b12e0be8b88886c228954fc;Itambé
714802f31c8f1c00d94194617092bea426028564316fcf0e737d23b9a0f340f5;Bujaru
71300a607803afff20dbf578af63c845836ef7495a4df16424749f078994a9ac;Valente
7125e777a6b199fc4e8c2a0d024215e393c06bf775c217a5f2d8d1a6a7c98d96;Taquarituba
710a141a6043f2f350c0a14076ceae0681224c460931add70fc620e330d42046;Nova Xavantina
7104741a92e73eb6c5d69cd04cf0afbe50a8796a010d8fa25daaf79e5e173bf3;Canhotinho
70fa656aa0391eb9ef7bbc9c7e6771ec09e7d5d7ab1fcbbde2480d21263ee79a;Guaiúba
70e8d52a9b4616e728112408ceca7abd9507e93f30e958ecb09f6ea607d99d06;Pedro do Rosário
70d432707ec2478670d5b36a95d5b1000cb9c3ef6ea1fb7be14b060775723d03;Ipixuna
709df012e236dc3f5c53b8ce75c5adf74c39054aef58e3eca5d852fa5f2244de;Santa Luzia do Paruá
707f6b27b35675b3ef29ba1e1075c03324e79f8796f43e5a99e76e098ee12b64;Cantanhede
704c308726bba7728adb3b46c38660ce6c2554bb9979fe1841db1430b0985957;Pinheiral
7045d16ae7f043ec25774a0a85d6f479e5bb019e9c5a1584bc76736d116b8f33;Satuba
70260742c2952154c84e2ea9f68b1a7397f49b6d343da1ed284093c0bd72c742;Senador Pompeu
701340c88f7355cf8f3c5b97bc9e64f39be9adb8d678a2fb621c8592b0eada0f;Santa Terezinha de Itaipu
700e459d870c9802b496fcedf6d1c3e17a40da3a445af376c0da4a8baeda95a3;São Geraldo do Araguaia
6ffbae9aaff664bd4739f51a6c7883a2c3ce74e9227a6aff728d0d57ad56f234;Valparaíso
6fef307f9c8a3fb0ad69aea55b3d9c74c652a858c61b235e70ce2e2d490eb34c;Carutapera
6fdd9b073bc00a5da50bbb71825e6461116845cf1fbb3c84cd22aed47a75fdc2;Nova Soure
6fd17db7943ea6ed4569e5272090892c9e84190433de7ce786c279f0ae01f8d7;Canarana
6fc8f95bc6465849249d974d53eecc56c00ffda0fc3c7024bfa5b8e4d794b072;Soure
6f9a9c5aa19fd6b8df701efada561641087ded4367b881926edb16cdd8f2ed7a;Ortigueira
6f90a5a0d3234433d03c7a06fc4bd5c3ac1f21f33978292fee61323e22238a92;Quatro Barras
6f81082badfd007354ac6ebb78adaa04bfedf9a1fb9a01909788bad472008ea3;Forquilha
6f61b0f46a6129d140a8d29dc8c1db963db32a5a6efb4ae2857d3f53f9b11b6e;Amélia Rodrigues
6f55c275672e833ad1cbbd29477c274b1646330fc9dd166d15c8a5e22b00ec1e;Itaporã
6f4b6612125fb3a0daecd2799dfd6c9c299424fd920f9b308110a2c1fbd8f443;Salvaterra
6f2555e982f65a24613902efb83d1c2a572bc73865dc8bc0b65667b3d792d50f;Anastácio
6f24984bd099be73a012b29dc12098ec1e5a0c9eb03a482eba4f141ddec710dd;Paraopeba
6f13d39f5c4665967f7df9f2f7311187fda905292da1a5a7cef66dd8cb6e9dd8;Espera Feliz
6ee1f58e7b08b04e58109a89bc575651338419dc646b9d660ff95f81ec594299;Pereira Barreto
6ed701cfedb16ebd91b2d185383115c6f9ce12f2f9c744d7d605be0002109362;Areia Branca
6ecf763ff6e7cef7b47e6611e1bf76fe2608a2e32a97b2d88b083ae1d8d02c82;Viçosa
6eac02c2ab0dc9378be87d5d04da2fd747fb2340dad4977778defee7da92f657;Monte Sião
6ea2fdb3399f4d2e806beb01e9a3371bd622bed6a409acf3151818d738c370ec;Lagoa Grande
6e8d1a943f129896827384a699a11a6bc83d13ab6b8667763df327c8b2a9b500;Goiás
6e82b8197ce29396936a07b1eb951c88650a2fc0fe1201a51b15b6ca8a73318a;Porto Calvo
6e80132e298a210fe4cc677b43cbc9c0c09a3b8b235c7663a1237d7e61fc53b4;Carolina
6e71e71a06ff0270c038319e473f7d1beca35a3ea8015ab60e7f1ab47288d9f6;Alto Alegre do Maranhão
6e4001871c0cf27c7634ef1dc478408f642410fd3a444e2a88e301f5c4a35a4d;Jacareacanga
6e29d690a3e18fba8705d19827c8cb0ba600e7b8b409ee2f31554f3c00cbae64;Buritis
6e237b1f8dc0da15957d168af0b2f58ce8dbc421671f0b38d1f39cc6026af032;Independência
6df26dfff059f42aeb0607a761d34c2b820af73ab0c5bfb111f7fe9dadda850a;Angatuba
6dddd87c9d4fa4b6f609b58e27c4582ed06b9e1ba2d40a0ddd26fc873e1826d7;Veranópolis
6db44caad5c968a5ec334024daa615d29998fa79f82797cc12141871d0ffbd7b;Jequitinhonha
6da233543753c62bf28d31560b7742debba46ee56b37efa54b36d16d5bd1134b;Igaci
6d976934be74941fba578b143ba964eded443d10384e3f3d62a1ba7b4d339df8;Jardim
6d7be37d6aa3665ddca5b4c3ab26e689e4efc1c33bea69ccbaeec6ed49569558;Cachoeira do Arari
6d6ae523edc27b235030584adf12a890bf2b3c209da5b11b97d6b58c3ed66f60;Capivari de Baixo
6d62aa4b52071e39f064a930d190b85ab327eb1a5045a8050ac538666ee765ca;Laranjeiras
6d271914b437b2dacc234633e11fa7fb0f290788ecdd37e370c942c4bced4173;Ibiapina
6d094db49a6e224278dd87d28835b66af6d2db257522e22c105b829cf368af98;São Gonçalo do Sapucaí
6d05621ab7cb7b4fb796ca2ffbe1a141e0d4319d3deb6a05322b9de85d69b923;Bom Jesus de Goiás
6c95b7b73f16c436e85b79930d7493d5a043dbf9e70d12ad81ea4f764f664422;Santa Quitéria do Maranhão
6c94e35ccc352d4e9ef0b99562cff995a5741ce8de8ad11b568892934daee366;Urucurituba
6c80d62adb987e5e76d58ca5a7db8123070fb85ae923df31a487c9720777ab4f;Itaporanga
6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb;São João da Ponte
6c16cc05218d7208044e08025f04d8fcc50e8cc7fb05bb1bb83fec12f575932b;Belo Oriente
6c0f3412848008d49d186d5fad7fd1482656cfb62ad3c060a14e41c3fb3f1b43;Jucás
6bd54958b48209de99aeb0d74b12a8e96a2f28a1ea226385ab005882d3f950ba;Umbaúba
6bd44ccbcb332868f388c5e513b138cad353444144eb078ac58bf6f530c31439;Pinheiros
6bcaea9882504292b2f6ea37a84b215463e71ab73b824ee90ecdc10c8dde71ed;Irauçuba
6b99c4e299729b67bb442109733c8736f194633018fe2b28881d42fa02147615;São João do Paraíso
6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b;Buritizeiro
6b724a6630ccac9ac84a7af1031414c6b6b6a16b59aafe635d5b93b12d44c7bf;Junqueiro
6b6803d3f23f64d048b7d5e5d1b828c90aac1b68bec5c590100122902a400876;Porto Franco
6b5f40c09215713a1fa83ea2de2adcae17e605b8958a2d7379e15b561687ee8f;Tacaratu
6b5575edc320bb671be684748ab76011ab59e6d94aea39e6b7a3818be4be54b1;Brotas
6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918;Iraquara
6b3c238ebcf1f3c07cf0e556faa82c6b8fe96840ff4b6b7e9962a2d855843a0b;Macaparana
6b32c01a019bd349ff3c659b6206000b1f29e39bda71e3ac47c0006a033d93cc;Miranda do Norte
6b0f184f14930ed2aab00d963792fac1cf7c8439503cb58ac06dde647c456940;Matriz de Camaragibe
6b05617279df95e013e10ea339c994ce286d8cce08e7334665ec7ddf0c5890b4;São João
6af1f692e9496c6d0b668316eccb93276ae6b6774fa728aac31ff40a38318760;Cruzeiro do Oeste
6aea7c4f81ebe6ea46c5e0de47faddefcc7a800985763b446d8506e0e21ab402;Venda Nova do Imigrante
6ae9e4d22c4670b9140fc378214b3274fb3f64d16058717f974515000680b24c;Cajuru
6ae2718959c46e34ae3c07be90b553c52e64af99c12d7bf41e393247249f25ab;Pão de Açúcar
6ab2c7d137d32c3a3a1340df265a6e84445e66009338f71b378c99168c29c74a;Encruzilhada do Sul
6aac0cf87a32e631536122c3f2f9a2df215f56f28792a43a8658b0593f2e5255;Novo Aripuanã
6a6a93367e7d0023a00c4020a01c8e317b38bb4ce988adeb099fdb08fff5f4d0;Carandaí
6a6581ce785d28e72b3b2d9a514334bd625e5f76082eb0665a373027e13b5aed;Boa Vista do Ramos
6a4bb0c33be315e5e095564a3e41488d597f30c3aadc323da106beedf09c403c;Agrestina
6a175db84aeefddbe58bf92a5d67b372c78505c75b079912b89a0e599fe91317;Aurora do Pará
69faa6aa09a3c7446c7d3eafbd371d1b8dc8b35586718e49de86bd71a708f8cc;Manari
69f59c273b6e669ac32a6dd5e1b2cb63333d8b004f9696447aee2d422ce63763;Aurora
69dfd503ee88723b101532ab74b6b29d23cc66ee7ddd36e6e7698188c44cbcd0;Santo Antônio do Sudoeste
69d9200c309f5f97567dc02e0898b21d18cd294ee8bd4d597edf3fdc015c83d2;Orleans
698eddbc91b225fd427a99e6d0c194e32cb8c99dd4322cb25c5cd52c52184ef2;Bonito
6903260f1db7eaa21285c528a83de6a64fe847318174b67fb3bcac932b84f3cc;Conde
68fcd1eb684859a314bbf7f7c99037cead480f5bb209ccd4725bd319423e832f;Piraí do Sul
68f10bf021d7734e071e07bbf561aa0f1bfc7974f266f71311b9177b177d39d1;Santa Gertrudes
68e1e435db6ab43fd38ae5df6c6a03b50a5c9c6290f4691e1b670a786c0ebe12;Traipu
68d6d6acae8db4b9ab8f2e3e95d913c84dcba07be43dbd11720d949bee2a9a05;Tamandaré
68c6c6e9ad314d1a5c4d647cfb6ed84265e47cbc2a05a54fb58ae74c0085ef29;Codajás
68c0d237214c460daab485e88662fd54f7b2c3004019bc58c0a7d441476b884f;Bambuí
68a7ac41844525497a3a759e5b2dd3b42345819e2f5c737b9ca901fdf74b88f3;São Miguel
68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e;Corinto
684fe39f03758de6a882ae61fa62312b67e5b1e665928cbf3dc3d8f4f53e3562;Cupira
681d12400213531e5fdef04c597ac192d359c2d0351df6f22f0240134d873350;Mojuí dos Campos
6815fd0989fc6aa86c07ab321564405cedf401875868f38d40a4631cac92e599;Quaraí
680f612e343a47d47b7cb130ce72420f3679399bdaae57f85fc63b0b01bfce5f;Carmo do Cajuru
67eab6db6703cdf9acf656bbb09640fcde2ff197786adbd9ae9c14936fc8d159;Francisco Sá
67e9c3acebb154a282f326d4ff1951cd1f342e58e74d562b556b517da5e56132;Raul Soares
67e0bdb7b6c549d4fa834d0f6848ce6a3a12e07de9cea949ad41932bd5881bc4;Santa Rosa de Viterbo
67c312330b0371a0a37c565cf44ef264835147fea61261bf57380f338efcd8c9;Pindoretama
67a6e8768bea569a406f2c4689c0dd62926e01dfe00dcc240c111165ae98e749;Planalto
6793f9e266ce6ebd9638631553a952f0f83f9efdc955dd6789aae0bd332fbef2;Coronel Vivida
678fdf60f09b909c910d95cc43d81a4660221760f463ffa63e2e51be41bc78b8;Capinzal
673a620c399f28257798d26d037c352676c031573a2b52b266f5f70f32fec994;Nova Petrópolis
6719009a76851c4bed2fcdea10b635c1bd58bf12af0c1fea3a470a87d3ee6995;Aldeias Altas
670b08a8750893e8ba690b1b11f3138c9c6935977a68486854a0a518ce4156ce;Poxoréu
670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf;Carambeí
6704761b3cbf8260c556c3e41399ab8bcdf0b51a98935efc0405bd9ca098de87;Santo Antônio de Posse
66dcb4a67145fb49833976ae33015d3f6ef2c99767e9c975e35bb9cf0e60b64d;Loanda
66c2d265640dfd6d1a951603179386593a9548af0da8a7515add75b64c120a87;Cambará
6641020d80e10877a13a973592d934165de39c743f7a2fa3f78a8671ac2e9c5b;Itabaiana
6621ead3c9ec19dfbd65ca799cc387320c1f22ac0c6b3beaae9de7ef190668c4;Conceição do Mato Dentro
6606753e5a126d7068012a526d44c3eb2f7fcd09d5faeb30c77dbfd87ca7e758;Ribas do Rio Pardo
65cb2d994114c6d2c4a627f161cf6f954829474e45f680a141e5218187a9e967;Bananeiras
65a699905c02619370bcf9207f5a477c3d67130ca71ec6f750e07fe8d510b084;Governador Nunes Freire
65956c853f2004feac38894fe8ed6a047126f326cb8312e56acb9839633c296b;Igaraçu do Tietê
659479bf8d744193a30700c48aa30a6c55dcafd8c617a336d55f86670c147d18;Dom Pedro
6589ed9b9dd4caa59d939841658fdbd227c76006f1341ca7aa59acb15dbc867c;Bataguassu
6586fa95bc8f7da4564098ce83dd9c4198669a5815704816a9a98da51284abbe;Monte Alegre
6557739a67283a8de383fc5c0997fbec7c5721a46f28f3235fc9607598d9016b;Panelas
6532ddd66812255b74142e01ea098af02a79c842687cc289381c0f3031373c7f;Ivoti
6505018e628e94fcd85877ac636382ed136d7e5eebd51a84f833d114300e14b9;Encantado
64f363361a0acc78ce6d9e6240ca840dfc9a338bab1a2fcb7c6270baf81b1f86;Itaocara
64ef8cbfd4e16b46fba5c355a47cb596c58f876c7e898f2bbf8562f12e35b09a;Colorado
64d94c866dffad6dab67498f5ed9cdf32a6e747e2c17e58d2535f549f7976cb0;Capela do Alto
64c212df34c66e6fe9fccbfebc8899c10584cfa1669c42a175d65db073b13bc0;Sarandi
64a7395596281735024450a49eb6bb9201ec9d4175aeeb2ad6e5d9191ae04b18;Siqueira Campos
6495da527bb644b403ca922424bd8976d85699d392f975c7d84cff45db3fd96e;Santa Teresa
647711bd268ce8830d386dadc47d213fc138cb6e1d290368b639302807196095;Pedra
63d942da157a1ee4e0cf3f5bbf3984243788e786641466444cf3f5c2c604d41d;Morrinhos
63d5537f693522a872828c0e1856b57581ce8da83c12e51fdf91acea864221fa;Feira Grande
63c5cd559eaf56798fe5361fcff2c40386f79d8f13548d9ef28b1dc3eafb0ecf;Inhapim
63a7db0259ce35e50eb0949e279c420c9fffcff37278e1ae04fea329a7ffeec4;Abaeté
6377f13d75cae9f366235f624adfe572d4b9c55d8253806eeb7532c6c57abded;Olindina
6360659f97100b35f3dd80cd08358fb415757f07ee670a9e1d3b4ae7fa14a0cf;Areia
6357a746f820763fe2061d7be30d48465c9791e1cd5919a55e2e65a4ad948a36;Tocantinópolis
6352ef618f56393aece8bf6a26dea2de95176ad9ce5d43e6f275b2dd57e4630b;Piranhas
632fb68f9191e181745d9cad31fa9f56c1887304e35440668dea183d38b147a1;Camacan
63138be046191a295af377d36045edaf7f201ca757b93f55864400225f147c19;Senador José Porfírio
62f77e7d6197863ac98d9e0cfa76bea0c8e05379ed5281afbe72f7fc206fe37b;Itinga do Maranhão
62f4d89dd319a4e7788a88a37913e1295e46b25ba49d6741be302ff6fe0b6baf;Trizidela do Vale
62c488bbaded8ff5903a5b55b345a49d74385768c7e5601aa5d0b6126dd694b5;Caculé
6278894ef596d714fa91627ddbe50ef3f3b27da412ddf96a7de1e3ccf9903a83;Buriti Bravo
625bcac215cfcfd03dc281e64d5e5598984ee23732a518516a25d0741a063c82;Pirajuí
6254b8c1df9e276858724a73fcad226f246ae073d1c41ac1adb435ece6ebe7f3;Quissamã
624e35f6360fb202ba6b30190c8f57e641d12dc9348984126f4140ecc84a5fed;Barreira
624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4;Cedro
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef;Candeias do Jamari
6219b932485fb6275fcf5f657b9148dc67b9e1137bb7b6e9d9d2461dc4b50863;Piúma
620e9c1f98e4730c1968dd7e14627cdff6689e377fa8ff7d5be4fd3540b57543;Monte Aprazível
620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7;Valença do Piauí
6208ef0f7750c111548cf90b6ea1d0d0a66f6bff40dbef07cb45ec436263c7d6;Silvânia
